food_id,food_name_th,category,category_th,recommended_element,recommended_element_th,taste_profile,recommendation_status,reason_th,source_document_primary,source_page_primary,source_document_secondary,source_page_secondary,principle_source,principle_page,data_note
F090,น้ำมะเฟือง,drink,เครื่องดื่ม,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F091,น้ำมะขาม,drink,เครื่องดื่ม,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F092,น้ำใบบัวบก,drink,เครื่องดื่ม,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F093,น้ำมะเขือเทศ,drink,เครื่องดื่ม,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F094,น้ำสับปะรด,drink,เครื่องดื่ม,water,ธาตุน้ำ,เปรี้ยว|ขม,recommended,"เอกสารจัดเป็นตัวอย่างเครื่องดื่มสำหรับผู้ที่มีแนวโน้มธาตุน้ำ ซึ่งควรเน้นรส เปรี้ยว, ขม",อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,6,ธาตุเจ้าเรือน1(1).pdf,4-5,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F095,อาหารที่ทำจากนมและเนย,avoid_rule,ข้อควรหลีกเลี่ยง,water,ธาตุน้ำ,เปรี้ยว|ขม,avoid,ควรหลีกเลี่ยงตามเอกสาร,ธาตุเจ้าเรือน1(1).pdf,4-5,,,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,เป็นข้อควรระวัง/หลีกเลี่ยงระดับกลุ่มอาหาร ไม่ใช่เมนูแนะนำ
F096,อาหารรสเค็มหรือโซเดียมสูง,avoid_rule,ข้อควรหลีกเลี่ยง,water,ธาตุน้ำ,เปรี้ยว|ขม,avoid,ควรหลีกเลี่ยงตามเอกสาร,ธาตุเจ้าเรือน1(1).pdf,4-5,,,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,เป็นข้อควรระวัง/หลีกเลี่ยงระดับกลุ่มอาหาร ไม่ใช่เมนูแนะนำ
F097,อาหารกระป๋อง,avoid_rule,ข้อควรหลีกเลี่ยง,water,ธาตุน้ำ,เปรี้ยว|ขม,avoid,ตัวอย่างอาหารโซเดียมสูงที่เอกสารระบุให้หลีกเลี่ยง,ธาตุเจ้าเรือน1(1).pdf,4-5,,,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,เป็นข้อควรระวัง/หลีกเลี่ยงระดับกลุ่มอาหาร ไม่ใช่เมนูแนะนำ
F098,ไส้กรอก,avoid_rule,ข้อควรหลีกเลี่ยง,water,ธาตุน้ำ,เปรี้ยว|ขม,avoid,ตัวอย่างอาหารโซเดียมสูงที่เอกสารระบุให้หลีกเลี่ยง,ธาตุเจ้าเรือน1(1).pdf,4-5,,,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,เป็นข้อควรระวัง/หลีกเลี่ยงระดับกลุ่มอาหาร ไม่ใช่เมนูแนะนำ
F099,ขิง,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F100,ข่า,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F101,ตะไคร้,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F102,กระชาย,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F103,พริกไทย,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F104,โหระพา,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F105,กระทือ,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F106,ดอกกระเจียว,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F107,ขมิ้นชัน,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F108,ฟักคราด,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F109,ชะพลู,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F110,ผักไผ่,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F111,พริกขี้หนู,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F112,สะระแหน่,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F113,หูเสือ,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F114,ผักแขยง,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F115,ผักชีลาว,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F116,ผักชีล้อม,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F117,ยี่หร่า,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F118,สมอไทย,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F119,กานพลู,vegetable_herb,ผักพื้นบ้าน/สมุนไพร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างผักพื้นบ้าน/สมุนไพรสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F120,ต้มข่าไก่,menu,เมนูอาหาร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F121,ต้มยำกุ้ง,menu,เมนูอาหาร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F122,แกงปลาดุกใส่กระทือ,menu,เมนูอาหาร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F123,แกงหอยขมใส่ใบชะพลู,menu,เมนูอาหาร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F124,สมอไทยทุบผัดน้ำมันพืช,menu,เมนูอาหาร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F125,สมอไทยจิ้มน้ำพริก,menu,เมนูอาหาร,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างเมนูอาหารสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F126,บัวลอยน้ำขิง,snack,อาหารว่าง,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างอาหารว่างสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F127,เต้าฮวย,snack,อาหารว่าง,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างอาหารว่างสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F128,เต้าทึง,snack,อาหารว่าง,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างอาหารว่างสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
F129,มันต้มขิง,snack,อาหารว่าง,wind,ธาตุลม,เผ็ดร้อน,recommended,เอกสารจัดเป็นตัวอย่างอาหารว่างสำหรับผู้ที่มีแนวโน้มธาตุลม ซึ่งควรเน้นรส เผ็ดร้อน,อาหารและสมุนไพรตามธาตุเจ้าเรือน.pdf,4,ธาตุเจ้าเรือน1(1).pdf,5-6,โหราเวชศาสตร์ทางการแพทย์แผนไทย (ธาตุเจ้าเรือน).pdf,6,ถอดตามหมวดที่เอกสารจัดไว้; taste_profile เป็นรสที่แนะนำประจำธาตุ ไม่ใช่การยืนยันว่าอาหารรายการนี้มีครบทุกรสดังกล่าว
